id,zoho_name,cmrr_name,install_name,domain
814,Shell India Markets Private Limited,Shell International Petroleum Company Limited (India),shell,shell
815,Shell India Markets Private Limited,Shell International Petroleum Company Limited (India),Shell.,shellb2b
816,Shell International Petroleum Company Limited (Malaysia),Shell International Petroleum Company Limited (Vietnam),Shell-Vietnam,vnshell
817,Shingar Cosmetics Private Limited,Shingar Cosmetics Private Limited,Shingar Cosmetics Private Limited,shingar
818,Shivani Detergents Private Limited,Shivani Detergents Private Limited,Shivani Detergents Pvt. Ltd.,shivanidetergent
819,Shree Ganesh Bakery Nandani Private Limited,Shree Ganesh Bakery Nandani Private Limited,Shree Ganesh Bakery Nandani Private Limited,goal
820,Shree Ganesh Bakery Nandani Private Limited,Shree Ganesh Bakery Nandani Private Limited,Shree Ganesh Bakery Nandani Private Limited,goal
821,Shree Kailash Grain Mills Private limited,Shree Kailash Grain Mills Private limited,SHREE KAILASH GRAIN MILLS PVT.LTD,goldenbansi
822,Shri Balaji Incense Industries,Shri Balaji Incense Industries,Shri Balaji Incense,sbii
823,Shri Balaji Overseas,Shri Balaji Overseas,Shri Balaji Overseas,shreebalajioverseas
824,Shri Raja Industries (Prema Mathivanan),Shri Raja Industries (Prema Mathivanan),1to3foods,1to3foods
825,SHS Global,SHS Global,SHS Global,shs-global
826,Siddharth Agro,Siddharth Agro,Siddharth Agro,siddharthagro
827,SIDS Farm Private Limited.,SIDS Farm Private Limited,SIDS FARM PRIVATE LIMITED,sidsfarm_old
828,Signet Enterprises,Signet Enterprises,Signet Enterprises,signet1
829,Silvassa Bottling Co,Silvassa Bottling Co,SILVASSA BOTTLING CO,sbcdrinks
830,Simran Nutrifoods Private Limited,Simran Nutrifoods Private Limited,SIMRAN NUTRIFOODS PRIVATE LIMITED,simrannutrifoods
831,Sintex-BAPL Limited,Sintex-BAPL Limited,Sintex-BAPL Limited,sintex
832,Sirmaur Soaps And Allied Products Private Limited,Sirmaur Soaps And Allied Products Private Limited,Jiwan Soaps,jiwansoap
833,SLN Coffee Private Limited,SLN Coffee Private Limited,SLN Coffee Private Limited,slncoffeepvtltd
834,SNA Milk And Milk Products Limited,SNA Milk And Milk Products Limited,Desi Farms,desifarms
835,SOCH Foods LLP,SOCH Foods LLP,Soch Foods LLP,sochfoods
836,Sona Beverages Private Limited,Sona Beverages Private Limited,Sona Beverages Private Limited,simbabeer
837,South Asian Foods Corporation,South Asian Foods Corporation,South Asian Foods Corporation,southasianfoodcorp
838,Soyug Limited,Soyug Limited,Soyug,soyug
839,SPC Healthcare Private Limited,SPC Healthcare Private Limited,SPC Healthcare Private Limited,spchealthcare
840,Spectra & Star Convergence Limited,Spectra & Star Convergence Limited,Spectra Star,spectrastar
841,Springwel Mattresses Private Limited,Springwel Mattresses Private Limited,Springwel Mattresses Pvt Ltd,springwel
842,Sree Murali Mohana Boiled and Raw Rice Mill Private Limited (Bell Brand),Sree Murali Mohana Boiled and Raw Rice Mill Private Limited (Bell Brand),SREE MURALI MOHANA BOILED & RAW RICE MILL PVT.LTD,bellbrand
843,Sree Vyshnavi Ellvin Industries Private Limited,Sree Vyshnavi Ellvin Industries Private Limited,Sri Vyshnavi Ellvin Industries Pvt Ltd,ellvinindustries
844,Sri Aishwarya Food Industries Private Limited,Sri Aishwarya Food Industries Private Limited,Sri Aishwarya Food Industries Private Limited,aishwaryagroup
845,Sri Lakshmi Venkateshwara Enterprises,Sri Lakshmi Venkateshwara Enterprises,Sri Lakshmi Venkateshwara Enterprises,sixer
846,Sri Sadananda Foods Private Limited,Sri Sadananda Foods Private Limited,Sri Sadananda Foods Pvt. Ltd.,srisadanandafoods
847,Sri Sanjai Food Industries,Sri Sanjai Food Industries,SRI SANJAI FOOD INDUSTRIES,aakaafoods
848,Sri Thirupathi Traders (Subramanian Kathirvel),Sri Thirupathi Traders (Subramanian Kathirvel),SRI THIRUPATHI TRADERS,iyarkai
849,Sri Vasavi Foods,Sri Vasavi Foods,SRI VASAVI FOODS,srivasavifoods
850,Srigdhaa Beverages,Nysa Consumer Products Private Limited (Srigdhaa),NYSA CONSUMER PRODUCTS PVT LTD,oxygem
851,Srivari Spices And Foods Limited,Srivari Spices And Foods Limited,SRIVARI SPICES AND FOODS LIMITED,srivarispices
852,Sriveda Sattva Private Limited (Sri Sri Ayurveda Trust),Sriveda Sattva Private Limited (Sri Sri Ayurveda Trust),Sri Sri TATTVA,srisriayurveda
853,Sriveda Sattva Private Limited (Sri Sri Ayurveda Trust),Sriveda Sattva Private Limited (Sri Sri Ayurveda Trust),Sriveda Sattva Private Limited,srisritattvaba
854,Sriveda Sattva Private Limited (Sri Sri Ayurveda Trust),Sriveda Sattva Private Limited (Sri Sri Ayurveda Trust),Sri Sri TATTVA,srisriayurveda
855,SSG Pharma Private Limited (Satmola),SSG Pharma Private Limited (Satmola),SATMOLA,satmola
856,SSG Pharma Private Limited (Satmola),SSG Pharma Private Limited (Satmola),SATMOLA,satmola
857,SSG Pharma Private Limited (Satmola),SSG Pharma Private Limited (Satmola),SATMOLA 2,satmola2
858,Stallion International Pvt. Ltd,Stallion International Pvt. Ltd,Stallion International,stallion
859,Stanvac Prime Private Limited,Stanvac Prime Private Limited,STELLARIS SPECIALITIES INDIA LTD,ssgltd
860,Stanvac Prime Private Limited,Stanvac Prime Private Limited,STELLARIS SPECIALITIES INDIA LTD,ssgltd
861,Star Bottling & Cement Traders,Star Bottling & Cement Traders,Star Bottling & Cement Traders,starbottling
862,Stovekraft Private Limited,Stove Kraft Limited,skpl,skpl
863,Stovekraft Private Limited,Stove Kraft Limited,LED SKPL,ledskpl
864,Stovekraft Private Limited,Stove Kraft Limited,GILMA,gilma
865,Stovekraft Private Limited,Stove Kraft Limited,stovekraft (skpl),skplbnd
866,Stovekraft Private Limited,Stove Kraft Limited,skpl,skpl
867,Stovekraft Private Limited,Stove Kraft Limited,skpl,skpl
868,Sturlite Electric Private Limited,Sturlite Electric Private Limited,Araya,araya
869,Sunbeam Merchantile Ventures P Ltd.,Sunbeam Merchantile Ventures P Ltd,Sunbeam Merchantile Ventures Pvt. Ltd.,sunbeam
870,Sundrop Brands Limited,Sundrop Brands Limited,Sundrop Brands Limited,steps
871,Sunraja Oil Industries Private Limited,Sunraja Oil Industries Private Limited,Sunraja Oil Industries,sunraja
872,Super Bond Adhesives Pvt Ltd,Super Bond Adhesives Pvt Ltd,Super Bond Adhesives Private Limited,superbond
873,Surya Food & Agro Limited (Priya Gold),Surya Food & Agro Limited (Priya Gold),Priyagold,priyagold
874,Surya Food & Agro Limited (Priya Gold),Surya Food & Agro Limited (Priya Gold),Priyagold,priyagold
875,Swadeshi Food & Bevarages (Mohammed Athaulla Bantwal),Swadeshi Food & Bevarages (Mohammed Athaulla Bantwal),Swadeshi Food & Beverages,hanadrinks
876,Swastik Mirch Store,Swastik Mirch Store,Swastik Spices,swastikspices
877,Swastiks Masalas Pickles & Food Products Private Limited,Swastiks Masalas Pickles & Food Products Private Limited,Swastiks Masala,swastiks
878,Swastiks Masalas Pickles & Food Products Private Limited,Swastiks Masalas Pickles & Food Products Private Limited,Swastiks Masala,swastiksmasala
879,Sweet Karam Coffee India Private Limited,Sweet Karam Coffee India Private Limited,Sweet Karam Coffee India Private Limited,sweetkaramcoffee
880,Switz Foods Private Limited,Switz Foods Private Limited,Switz Foods Private Limited,mioamoresales
881,Syska Led Lights Private Limited,Syska Led Lights Private Limited,Syska LED Lights,syska
882,Tanvi Fitness Private Limited,Tanvi Fitness Private Limited,myfitness,myfitness
883,Tasty Bite Eatables Limited,Tasty Bite Eatables Limited,TASTYBITE,tastybite
884,Tata Consumer Products Limited,Tata Consumer Products Limited,Tata Consumer Products Ltd,project-v-tataconsumer
885,Tata Consumer Products Limited,Tata Consumer Products Limited,Tata Consumer Products Ltd,project-v-tataconsumer
886,Tata Motors Limited,Tata Motors Limited,Tata Motors Limited,tatamotors
887,Tata Motors Limited,Tata Motors Limited,Tata Steel,tatasteel
888,Tata Motors Limited,Tata Motors Limited,Tata Motors Limited,tatamotors
889,Tata Motors Limited,Tata Motors Limited,Tata Motors Limited,tatamotors
890,Tata Consumer Products Limited,Tata Consumer Products Limited,Tata Consumer Products Ltd,project-v-tataconsumer
891,Teamlease Services Limited,Teamlease Services Limited,samsungtl,samsungtl
892,Teamlease Services Limited,Teamlease Services Limited,cesamsungtl,cesamsungtl
893,Teamlease Services Limited,Teamlease Services Limited,TeamLease,voltastl
894,Terrestrial Foods Limited (JK Foods),Terrestrial Foods Limited (JK Foods),JK Foods,jkfoods
895,Terrestrial Foods Limited (JK Foods),Terrestrial Foods Limited (JK Foods),JK Foods,jkfoods
896,TGI Distri Limited- (TGI Group),TGI Distri Limited- (TGI Group),CHI Pharmaceuticals Limited,chipharma
897,TGI Distri Limited- (TGI Group),TGI Distri Limited- (TGI Group),TGI Distri Limited,tgidistri
898,Bridgestone India Private Limited,Bridgestone India Private Limited,Bridgestone India Pvt Ltd,bsindia
899,Bridgestone India Private Limited,Bridgestone India Private Limited,Bridgestone India Pvt Ltd,bsindia
900,The Capital Maharaja Organisation Limited,The Capital Maharaja Organisation Limited,"S-lon Lanka (Pvt) Ltd.,",slondms
901,The Capital Maharaja Organisation Limited,The Capital Maharaja Organisation Limited,Pe Plus (Pvt) Limited,peplus
902,The Capital Maharaja Organisation Limited,The Capital Maharaja Organisation Limited,ICL Brands (Pvt) Ltd,icldms
903,The Capital Maharaja Organisation Limited,The Capital Maharaja Organisation Limited,Harcros Chemicals Private Limited,hcpldms
904,The Capital Maharaja Organisation Limited,The Capital Maharaja Organisation Limited,Kevilton Electrical Products (Private) Limited,kevilton
905,The Waxpol Industries Limited,The Waxpol Industries Limited,waxpol industries ltd.,waxpol
906,TI Medical Private Limited,TI Medical Private Limited,Ti Medical Pvt Limited,timedical
907,Tiger Food Ingredients Private Limited,Tiger Food Ingredients Private Limited,Tiger Food,tigerfood
908,Timex Group India Limited,Timex Group India Limited,Timex India,timexindia
909,Tolins Tyres Private Limited,Tolins Tyres Private Limited,Tolins Tyres Limited,tolins
910,Tolins Tyres Private Limited,Tolins Tyres Private Limited,Tolins Tyres Limited,tolins
911,TPF Bharat Private Limited,TPF Bharat Private Limited,,
912,Yoyo Foods Limited,Yoyo Foods Limited,Yoyo Foods Limited,yoyofoods
913,Trade Kings Zimbabwe Pvt.Ltd.,Trade Kings Group,Trade Kings Zimbabwe,tkzim
914,Big Tree Beverages Limited,Greystone Trading Dmcc,Bigtree Beverages Limited,bigtree
915,Dairy Gold Limited,Dairy Gold Limited,Dairy Gold Limited,dairygold
916,Trade Kings Limited,Trade Kings Limited,Trade Kings Limited,tradekings
917,Swiss Bake Limited (Trade Kings Group),Swiss Bake Limited,Swiss Bake Limited,swissbake
918,Tramontina India Private Limited,Tramontina India Private Limited,Tramontina India Private Limited,tramontina
919,Granmav Enterprises (Trofi),Granmav Enterprises (Trofi),Granmav Enterprises,trofi
920,Trucare Hygiene (India) Private Limited,Trucare Hygiene (India) Private Limited,TRUCARE HYGIENE (INDIA) PRIVATE LIMITED,trucare
921,Trusha Tea Marketing Private Limited,Trusha Tea Marketing Private Limited,Trusha Tea Marketing Pvt Ltd,ttmpl-doubletigerteagroup
922,Tuareg Marketing Private Limited (INALSA),Tuareg Marketing Private Limited (INALSA),INALSA,inalsa
923,Tuareg Marketing Private Limited (INALSA),Tuareg Marketing Private Limited (INALSA),INALSA,inalsa
924,TUV SUD South Asia Private Limited,TUV SUD South Asia Private Limited,TUV SUD MSA,tuvsudms
925,TUV SUD South Asia Private Limited,TUV SUD South Asia Private Limited,TUV SUD MSA,tuvsudms
926,TUV SUD South Asia Private Limited,TUV SUD South Asia Private Limited,TÜV SÜD in South Asia,tsind
927,TVM Edible Oil Refineries,TVM Edible Oil Refineries,TVM Edible Oil Refineries Pvt Ltd,tvmedibleoil
928,Twenty Twenty Food Products,Twenty Twenty Food Products,TWENTY TWENTY FOOD PRODUCTS,twenty-twenty
929,UD Food Products Private Limited,UD Food Products Private Limited,UD FOODS Pvt Ltd,kutkutsnacks
930,Ultima Search,Ultima Search,ULTIMA SEARCH,ultimasearch
931,Unibic Foods India Pvt Ltd,Unibic Foods India Pvt Ltd,USFA,usfa
932,Unibic Foods India Pvt Ltd,Unibic Foods India Pvt Ltd,Unibic Foods India Pvt Ltd,usfamt
933,Unifuds India Private Limited,Unifuds India Private Limited,Aura...,aura
934,Unifuds India Private Limited,Unifuds India Private Limited,ORREGO NATURAL,myaura
935,United Distributors,Popular Traders,uapl( Popular asia pacific limited),unilever
936,United Enterprises,United Enterprises,UNITED ENTERPRISES,indiagatebizom
937,United Enterprises,United Enterprises,United Enterprises [1501],united-rb
938,SAWAN AGENCIES,SAWAN AGENCIES,UNITED ENTERPRISES,indiagatebizom
939,SAWAN AGENCIES,SAWAN AGENCIES,UNITED DISTRIBUTORS,unitedgroup
940,SAWAN AGENCIES,SAWAN AGENCIES,UNITED DISTRIBUTORS,unitedgroup
941,SAWAN AGENCIES,SAWAN AGENCIES,UNITED ENTERPRISES - 1,umaent
942,United Distributors,Popular Traders,uapl( Popular asia pacific limited),unilever
943,United Distributors,Popular Traders,uapl( Popular asia pacific limited),unilever
944,United Enterprises,United Enterprises,United Enterprises [1501],united-rb
945,United Breweries Limited,United Breweries Limited,UBL,unitedbreweries
946,United Brothers Company (U.B Co.),United Brothers Company (U.B Co.),United Brothers Company,soilking
947,United Distributors Incorporation,United Distributors Incorporation,United Distributors Inc.,uniteddistributors
948,Upper Crust Cuisines And Events Private Limited,Upper Crust Cuisines And Events Private Limited,UPPER CRUST CUISINES AND EVENTS PRIVATE LIMITED,uppercrust
949,USV Private Limited,USV Private Limited,USV PVT LTD,usvindia
950,USV Private Limited,USV Private Limited,USV Private Limited,usvpl
951,USV Private Limited,USV Private Limited,"Arvind Vithal Gandhi Chowk,",usvindiachb
952,Uttam Rubbers Private Limited.,Uttam Rubbers Private Limited,Uttam Rubbers Pvt Ltd,pazzo
953,V K Belting Pvt Ltd,V K Belting Pvt Ltd,routeexpert,routeexpert
954,Vanita Foods Private Limited,Vanita Foods Private Limited,Vanita Foods Pvt Ltd,vanitaaahar
955,Varasidhi Enterprises,Varasidhi Enterprises,Varasidhi Enterprises,varasidhi
956,Vasant Masala Private Limited,Vasant Masala Private Limited,Vasant Masala,vasantmasala
957,VB Brothers Pvt Ltd,VB Brothers Pvt Ltd,vbbrothers,vbbrothers
958,Vibhava Marketing Corporation,Vibhava Marketing Corporation,Vibhava Marketing Corporation,vibhava
959,Vibhava Marketing Corporation,Vibhava Marketing Corporation,Vibhava Detergent,vibhavadetergent
960,Vibhava Marketing Corporation,Vibhava Marketing Corporation,Vibhava Marketing Corporation,vibhava
961,Vihana Health Care LLP,Vihana Health Care LLP,Vihana Healthcare,vihanahealthcare
962,Vijay Solvex Limited,Vijay Solvex Limited,dataoils,dataoils
963,Vikram Tea Processor Private Limited,Vikram Tea Processor Private Limited,VIKRAM TEA PROCESSOR PVT. LTD,vikramtea
964,Vinayak Electrical Industries (Jayeshkumar Hasmukhlal Katariya),Vinayak Electrical Industries (Jayeshkumar Hasmukhlal Katariya),Wit Electric,witelectric
965,Vini Cosmetics Private Limited,Vini Cosmetics Private Limited,Vini Cosmetics,vinicosmetics
966,VIP Industries Limited,VIP Industries Limited,VIP industries,vipbags
967,Visalachi Soap Works,Visalachi Soap Works,Challenge,challenge
968,Volga Foods Private Limited,Volga Foods Private Limited,VOLGA FOODS PRIVATE LIMITED,volga
969,VP Snacks Private Limited,VP Snacks Private Limited,VP SNACKS PRIVATE LIMITED,vpsnacks
970,VRS Foods Limited,VRS Foods Limited,VRS Foods Limited,parasdairy
971,VST Industries Limited,VST Industries Limited,VST Industries Ltd,vstind
972,VST Industries Limited,VST Industries Limited,vstind staging,vstindstaging
973,VTC Tradewings Private Limited,VTC Tradewings Private Limited,VTC Tradewings Private Limited,vtcgroup
974,VTC Tradewings Private Limited,VTC Tradewings Private Limited,VTC Tradewings Private Limited,vtcgroup
975,Wacot Limited,Wacot Limited,Wacot Limited,wacot
976,Walko QSR Company Private Limited,Walko QSR Company Private Limited,Walko Food Company Pvt. Ltd.,walko
977,Walko QSR Company Private Limited,Walko QSR Company Private Limited,Walko Food Company Pvt. Ltd.,walko
978,Wavin Industries Limited,Wavin Industries Limited,Wavin,wavinmitra
979,Welable Pharma.,Welable Pharma,Welable Pharma,welablepharma
980,West Coast Fine Foods (lndia) Private Limited,Xanadu Fine Foodstuff LLP,Westcoast,westcoast
981,West Coast Fine Foods (lndia) Private Limited,Xanadu Fine Foodstuff LLP,Westcoast,westcoast
982,West-In Avo Private Limited,West-In Avo Private Limited,West-In Avo Private Limited,westfalia
983,Wild Drum Beverages Private Limited,Wild Drum Beverages Private Limited,Wild Drum Beverages Private Limited,wilddrum
984,Wonderchef Home Appliances Private Limited,Wonderchef Home Appliances Private Limited,Wonderchef Home Appliances Private Limited (MT),wonderchefmt
985,Wonderchef Home Appliances Private Limited,Wonderchef Home Appliances Private Limited,Wonderchef Home Appliances Private Limited (CSDCPC),wonderchefcsdcpc
986,Wonderchef Home Appliances Private Limited,Wonderchef Home Appliances Private Limited,Wonderchef Home Appliances Private Limited,wonderchef
987,WOW Marketing,WOW Marketing,Amitharv Eduworld Private Limited,proter
988,Y P Spices Private Limited,Y P Spices Private Limited,Y.P Spices Pvt.Ltd,rpgold
989,YAASHKRISHNI FOOD SCIENCE LIMITED,YAASHKRISHNI FOOD SCIENCE LIMITED,Ribbons and Balloons,ribbonsandballoons
990,YAASHKRISHNI FOOD SCIENCE LIMITED,YAASHKRISHNI FOOD SCIENCE LIMITED,Ribbons and Balloons,ribbonsandballoons
991,Ygiis Foods And Beverages Private Limited,Ygiis Foods And Beverages Private Limited,Ygiis Foods And Beverages Private Limited,ygiis
992,Zea Maize Private Limited (4700bc),Zea Maize Private Limited (4700bc),Zea Maize Pvt Ltd,zeamaize
993,Zed Lifestyle Private Limited,Zed Lifestyle Private Limited,Beardo,beardo
994,Zorabian Chicks Pvt.Ltd.,Zorabian Chicks Pvt.Ltd.,Zorabian,zorabian
995,Quess Corp Limited,Quess Corp Limited,,
996,RSPL Limited,RSPL Limited,,
998,Parijat Industries India Private Limited,Parijat Industries India Private Limited,,
999,Capital Foods Private Limited,Capital Foods Private Limited,,
1000,Bisleri International Private Limited,Bisleri International Private Limited,,
1001,Cargill India Private Limited,Cargill India Private Limited,,
1002,Adyar Ananda Bhavan Sweets India Private Limited,Adyar Ananda Bhavan Sweets India Private Limited,,
1003,Borosil Glass Works Limited,Borosil Glass Works Limited,,
1004,M K Agrotech Private Limited,M K Agrotech Private Limited,,
1005,Triveni Byapar Company Private Limited,Triveni Byapar Company Private Limited,,
1006,RIO Innobev Private Limited (Silver Ice),RIO Innobev Private Limited (Silver Ice),,
1007,Kottaram Agro Foods Private Limited,Kottaram Agro Foods Private Limited,,
1008,National Traders Private Limited,National Traders Private Limited,,
1009,Mahesh Edible Oil Industries Limited,Mahesh Edible Oil Industries Limited,,
1010,Shri Rathi Steel Industries,Shri Rathi Steel Industries,,
1011,Shangrila Spirits (P) Ltd (Paramarsha),Shangrila Spirits (P) Ltd (Paramarsha),,
1012,AAK Kamani Private Limited,AAK Kamani Private Limited,,
1013,Idea Cellular Limited,Idea Cellular Limited,,
1014,Raj Industries Private Limited,Raj Industries Private Limited,,
1015,ID Fresh Food,ID Fresh Food,,
1016,Ideal Sweet and Pastry,Ideal Sweet and Pastry,,
1017,Maiyas Beverages & Foods Private Limited,Maiyas Beverages & Foods Private Limited,,
1018,JS Distributors Private Limited,JS Distributors Private Limited,,
1019,Iscon Balaji Foods Private Limited,Iscon Balaji Foods Private Limited,,
1020,Athicas Food Products,Athicas Food Products,,
1021,Ricco Delizio LLP,Ricco Delizio LLP,,
1022,RMD Foods & Beverages Private Limited,RMD Foods & Beverages Private Limited,,
1024,Spycy Fast Food Private Limited,Spycy Fast Food Private Limited,,
1025,Vishal Personal Care Private Limited,Vishal Personal Care Private Limited,,
1026,DOMS Industries Private Limited,DOMS Industries Private Limited,,
1027,Sri Guru Raghavendra Food Products,Sri Guru Raghavendra Food Products,,
1028,Radiant Healthcare Private Limited,Radiant Healthcare Private Limited,,
1031,Gokaldas Intimatewear Private Limited,Gokaldas Intimatewear Private Limited,,
1032,DropKaffe Food & Beverages Private Limited,DropKaffe Food & Beverages Private Limited,,
1033,Vadilal Enterprises Limited,Vadilal Enterprises Limited,,
1034,Anand Bhog Foods Private Limited,Anand Bhog Foods Private Limited,,
1035,DGA Trading Private Limited,DGA Trading Private Limited,,
1036,Henkel Adhesives Technologies India Private Limited,Henkel Adhesives Technologies India Private Limited,,
1037,Sresta Natural Bioproducts Private Limited,Sresta Natural Bioproducts Private Limited,,
1038,Maverix Platforms Private Limited,Maverix Platforms Private Limited,,
1039,Spring Air Bedding Company (India) Limited,Spring Air Bedding Company (India) Limited,,
1040,McKinsey : Nuvoco Vistas Corp,McKinsey : Nuvoco Vistas Corp,,
1041,McKinsey : Tata Steel - Shri Ram Multicom,McKinsey : Tata Steel - Shri Ram Multicom,,
1042,Prism Johnson Limited,Prism Johnson Limited,,
1043,Hallimane Processed Foods Private Limited,Hallimane Processed Foods Private Limited,,
1044,Nilons Enterprises Private Limited,Nilons Enterprises Private Limited,,
1045,Safe Harvest Private Limited,Safe Harvest Private Limited,,
1046,Call Mobility Private Limited,Call Mobility Private Limited,,
1047,Brandis Manufacturing and Marketing Private Limited,Brandis Manufacturing and Marketing Private Limited,,
1048,Skanray Dental Technologies Private Limited,Skanray Dental Technologies Private Limited,,
1049,Elixir Softlab Solutions Private Limited,Elixir Softlab Solutions Private Limited,,
1050,Bangalore Distilleries and Breweries Private Limited,Bangalore Distilleries and Breweries Private Limited,,
1051,Dodla Dairy Limited,Dodla Dairy Limited,,
1052,Fizzy Foodlabs Private Limited,Fizzy Foodlabs Private Limited,,
1053,Hector Beverages Private Limited,Hector Beverages Private Limited,,
1054,SSIPL Lifestyle Private Limited,SSIPL Lifestyle Private Limited,,
1055,3F Industries Limited,3F Industries Limited,,
1056,Rakyan Beverages Private Limited,Rakyan Beverages Private Limited,,
1057,Pattabhi Agro Foods Private Limited,Pattabhi Agro Foods Private Limited,,
1058,National Soap Mills,National Soap Mills,,
1059,P R Enterprises,P R Enterprises,,
1060,Duroflex Private Limited,Duroflex Private Limited,,
1061,Excelus Brands LLP,Excelus Brands LLP,,
1062,Kohinoor Speciality Foods India Private Limited,Kohinoor Speciality Foods India Private Limited,,
1063,Assal Foods,Assal Foods,,
1064,Sterling Agro Industries Limited,Sterling Agro Industries Limited,,
1065,Varmora Plastech Private Limited,Varmora Plastech Private Limited,,
1066,Harsh Communication LLP,Harsh Communication LLP,,
1067,Timla Foods Private Limited,Timla Foods Private Limited,,
1068,Sree Murali Mohana Boiled & Raw Rice Mill Private Limited,Sree Murali Mohana Boiled & Raw Rice Mill Private Limited,,
1069,Elixir Crop Solutions Private Limited,Elixir Crop Solutions Private Limited,,
1070,Daily Aahar Private Limited,Daily Aahar Private Limited,,
1071,Ganga Food Products Private Limited,Ganga Food Products Private Limited,,
1072,Tingling Buds Private Limited,Tingling Buds Private Limited,,
1073,Nyanza Bottling Company Limited,Nyanza Bottling Company Limited,,
1074,Intergrow Brands Private Limited,Intergrow Brands Private Limited,,
1075,GHO Agro Private Limited,GHO Agro Private Limited,,
1076,Kaama Breweries Private Limited,Kaama Breweries Private Limited,,
1077,Sri Varadaraja Food Exports Private Limited,Sri Varadaraja Food Exports Private Limited,,
1078,Medwell Ventures Private Limited,Medwell Ventures Private Limited,,
1080,New Field Detergents Private Limited,New Field Detergents Private Limited,,
1081,Wingreens Farms Private Limited,Wingreens Farms Private Limited,,
1082,K K R Products & Marketing Private Limited,K K R Products & Marketing Private Limited,,
1083,Sujanil Chemo Industries Private Limited,Sujanil Chemo Industries Private Limited,,
1084,SRKGC Retail (India) Private Limited,SRKGC Retail (India) Private Limited,,
1085,Beacon Storage Systems Private Limited,Beacon Storage Systems Private Limited,,
1086,Millard Filters India Private Limited,Millard Filters India Private Limited,,
1087,Sayona Drinks Limited,Sayona Drinks Limited,,
1088,Kamdhenu Pickles & Spices (India) Private Limited,Kamdhenu Pickles & Spices (India) Private Limited,,
1090,Ayoun AI Sunaina LLC,Ayoun AI Sunaina LLC,,
1091,Nourish Organic Foods Private Limited,Nourish Organic Foods Private Limited,,
1092,Nexon Paints Private Limited,Nexon Paints Private Limited,,
1093,Sahyadri Agro Retails Limited,Sahyadri Agro Retails Limited,,
1094,Claris Distribution Private Limited,Claris Distribution Private Limited,,
1095,Bright Performance Nutrition,Bright Performance Nutrition,,
1096,JES & BEN Groupo Private Limited,JES & BEN Groupo Private Limited,,
1097,Sri Anagha Refineries Private Limited,Sri Anagha Refineries Private Limited,,
1098,Muddy Puddle Foods Private Limited,Muddy Puddle Foods Private Limited,,
1099,Rich Dairy Products (India) Private Limited,Rich Dairy Products (India) Private Limited,,
1100,Goldwin Healthcare Private Limited,Goldwin Healthcare Private Limited,,
1101,Anka Summor Foods Private Limited.,Anka Summor Foods Private Limited.,,
1102,Lal Sweets Private Limited,Lal Sweets Private Limited,,
1103,Kirti Masala Process Private Limited,Kirti Masala Process Private Limited,,
1104,Panjon Limited,Panjon Limited,,
1105,Narang Plastics Private Limited,Narang Plastics Private Limited,,
1106,Unlimited Nutrition Private Limited,Unlimited Nutrition Private Limited,,
1107,Pearl Distillery Limited,Pearl Distillery Limited,,
1108,Bongchie India Private Limited,Bongchie India Private Limited,,
1109,Tierra Agrotech Private Limited,Tierra Agrotech Private Limited,,
1110,Morf India Private Limited,Morf India Private Limited,,
1111,Maharashtra Bio Fertilizers India Private Limited,Maharashtra Bio Fertilizers India Private Limited,,
1112,Energynomics Greentech Private Limited,Energynomics Greentech Private Limited,,
1113,CHI Limited,CHI Limited,,
1114,Grasim Industries Limited,Grasim Industries Limited,,
1115,Storia Foods & Beverages LLP,Storia Foods & Beverages LLP,,
1116,Acemark Stationers,Acemark Stationers,,
1117,Moksha Foods & Beverages Private Limited,Moksha Foods & Beverages Private Limited,,
1118,SKM Universal Marketing Company India Private Limited,SKM Universal Marketing Company India Private Limited,,
1119,Satvam Nutrifoods Limited,Satvam Nutrifoods Limited,,
1120,Fore Blend Foods Private Limited,Fore Blend Foods Private Limited,,
1121,A V Thomas & Corporation Limited(Dairy Sure),A V Thomas & Corporation Limited(Dairy Sure),,
1123,Aadhaar Wholesale Trading & Distribution Limited,Aadhaar Wholesale Trading & Distribution Limited,,
1124,RMC Marketing Private Limited,RMC Marketing Private Limited,,
1125,Bianca,Bianca,,
1126,Habanero Foods International Private Limited,Habanero Foods International Private Limited,,
1127,Creamy Foods Limited,Creamy Foods Limited,,
1129,Smartchem Technologies Limited,Smartchem Technologies Limited,,
1130,Anchor Health & Beauty Care Private Limited,Anchor Health & Beauty Care Private Limited,,
1131,Adecco India Private Limted,Adecco India Private Limted,,
1132,WOW Laddus Private Limited,WOW Laddus Private Limited,,
1133,Shivaprasad Industries,Shivaprasad Industries,,
1134,J K Ansell Private Limited,J K Ansell Private Limited,,
1135,Harina Foods Private Limited,Harina Foods Private Limited,,
1136,Enerlife (India) Private Limited,Enerlife (India) Private Limited,,
1137,Prataap Snacks Limited,Prataap Snacks Limited,,
1138,Podaran Foods India Private Limited,Podaran Foods India Private Limited,,
1139,Eureka Forbes Limited,Eureka Forbes Limited,,
1140,Ayurwin Pharma Private Limited,Ayurwin Pharma Private Limited,,
1141,Mannil Trade Links,Mannil Trade Links,,
1142,Hain Future Natural Products Private Limited,Hain Future Natural Products Private Limited,,
1143,Pearl Beverages Limited,Pearl Beverages Limited,,
1144,Al Rezaiza Trade and Import Est.,Al Rezaiza Trade and Import Est.,,
